id,title,description,google_product_category,product_type,brand,identifier_exists,custom_label_0,custom_label_1,custom_label_2,custom_label_3
40994,"Плазмотрон A141 для ручної різки 5 м, CUT, повітряне охолодження","Плазмотрон A141 для ручної різки — пальник з кабельним пакетом 5 м. Призначений для ручного плазмового різання металу на апаратах CUT-120, CUT-160. Повітряне охолодження. Сумісний з плазморізами, що підтримують плазмотрон типу A141. Підходить для різання сталі, нержавіючої сталі, алюмінію.",1238,Сварка > Аппараты > Плазмотроны,MAGNITEK,no,gorelka,,consumable,a141_plazma
40995,"Плазмотрон A141 АТ для автоматичної різки 8 м, CUT, машинний","Плазмотрон A141 АТ для автоматичної різки — машинний пальник з кабельним пакетом 8 м для монтажу на машини ЧПУ. Призначений для автоматичного плазмового різання на апаратах CUT-120, CUT-160. Повітряне охолодження. Сумісний з плазморізами, що підтримують плазмотрон типу A141.",1238,Сварка > Аппараты > Плазмотроны,MAGNITEK,no,gorelka,,consumable,a141_plazma
40996,"Плазмотрон A141 АТ для автоматичної різки 12 м, CUT, машинний","Плазмотрон A141 АТ для автоматичної різки — машинний пальник з кабельним пакетом 12 м для монтажу на машини ЧПУ. Призначений для автоматичного плазмового різання на апаратах CUT-120, CUT-160. Повітряне охолодження. Сумісний з плазморізами, що підтримують плазмотрон типу A141.",1238,Сварка > Аппараты > Плазмотроны,MAGNITEK,no,gorelka,,consumable,a141_plazma
40997,"Головка АТ з ручкою А141 для автоматичної різки, машинна","Головка АТ з ручкою А141 для автоматичної різки — машинна змінна частина плазмотрона А141. Призначена для монтажу на портальні різальні машини і установки ЧПУ. Встановлюється на кабельний пакет А141. Сумісна з кабельними пакетами і плазморізами типу А141, апарати CUT-120, CUT-160.",1238,Сварка > Аппараты,MAGNITEK,no,apparat,,consumable,a141_plazma
40998,"Головка з ручкою А141 для ручної різки, змінна частина пальника","Головка з ручкою А141 для ручної різки — змінна частина плазмотрона А141. Призначена для ручного плазмового різання металу. Встановлюється на кабельний пакет А141. Сумісна з кабельними пакетами і плазморізами типу А141, апарати CUT-120, CUT-160.",1238,Сварка > Аппараты,MAGNITEK,no,apparat,,consumable,a141_plazma
40999,"Електрод для плазмотрона А101 / А141, гафній, CUT-120, CUT-160","Електрод для плазмотрона А101 / А141 — витратний елемент для плазмового різання металу. Матеріал: мідний сплав з вставкою з гафнію / цирконію. Встановлюється на рукав плазмотрона А101, А141. Ресурс при дотриманні режимів: 30-60 м металу. Сумісний з плазмотронами А101, А141 на апаратах CUT-120, CUT-160. Підходить для ручного і автоматичного різання на столах з ЧПУ.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41000,"Сопло для плазмотрона А101 / А141 Ø1.1 мм, 60 А","Сопло для плазмотрона А101 / А141 діаметром Ø1.1 мм — витратна деталь для плазмового різання. Формує потік плазмоутворюючого газу. Розрахований струм: 60 А. Діаметр підбирається відповідно до товщини металу і струму різання. Сумісне з плазмотронами А101, А141 на апаратах CUT-120, CUT-160.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41001,"Сопло для плазмотрона А101 / А141 Ø1.4 мм, 100 А","Сопло для плазмотрона А101 / А141 діаметром Ø1.4 мм — витратна деталь для плазмового різання. Формує потік плазмоутворюючого газу. Розрахований струм: 100 А. Діаметр підбирається відповідно до товщини металу і струму різання. Сумісне з плазмотронами А101, А141 на апаратах CUT-120, CUT-160.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41002,"Сопло для плазмотрона А101 / А141 Ø1.7 мм, 125 А","Сопло для плазмотрона А101 / А141 діаметром Ø1.7 мм — витратна деталь для плазмового різання. Формує потік плазмоутворюючого газу. Розрахований струм: 125 А. Діаметр підбирається відповідно до товщини металу і струму різання. Сумісне з плазмотронами А101, А141 на апаратах CUT-120, CUT-160.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41003,"Сопло для плазмотрона А101 / А141 Ø1.9 мм, 140 А","Сопло для плазмотрона А101 / А141 діаметром Ø1.9 мм — витратна деталь для плазмового різання. Формує потік плазмоутворюючого газу. Розрахований струм: 140 А. Діаметр підбирається відповідно до товщини металу і струму різання. Сумісне з плазмотронами А101, А141 на апаратах CUT-120, CUT-160.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41004,"Завихрювач для плазмотрона А141, розподіл газу, повітряне охолодження","Завихрювач для плазмотрона А141 — витратна деталь, що забезпечує рівномірний розподіл і завихрення плазмоутворюючого газу в пальнику. Від стану завихрювача залежить стабільність дуги і якість різу. Сумісний з плазмотронами А141 на апаратах CUT-120, CUT-160.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41005,"Повітряна трубка для плазмотрона А141, подача газу в пальник","Повітряна трубка для плазмотрона А141 — деталь каналу подачі плазмоутворюючого газу (повітря) до головки пальника. Призначена для заміни при механічних пошкодженнях або зносі. Сумісна з плазмотронами А141 на апаратах CUT-120, CUT-160.",1238,Сварка > Аппараты > Плазмотроны,MAGNITEK,no,gorelka,,consumable,a141_plazma
41006,"Ізолятор передній для плазмотрона А141, кераміка","Ізолятор передній для плазмотрона А141 — витратна деталь для електричної ізоляції вузлів головки пальника. Матеріал: кераміка, термостійкий. Призначений для заміни при зносі або пошкодженні. Сумісний з плазмотронами А141 на апаратах CUT-120, CUT-160.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41007,"Ковпачок захисний для плазмотрона А141, кераміка","Ковпачок захисний для плазмотрона А141 — витратна деталь, що захищає сопло і електрод від бризок металу під час різання. Матеріал: кераміка. Забезпечує стабільне формування дуги. Сумісний з плазмотронами А141 на апаратах CUT-120, CUT-160.",1238,Сварка > Аппараты > Плазмотроны,MAGNITEK,no,gorelka,,consumable,a141_plazma
41008,Циркуль з магнітом для плазмової різки А141,"Циркуль з магнітом А141 для плазмотрона А141 — допоміжний інструмент для рівного кругового різання металу плазмою. Магнітна основа фіксує пристрій на металевій поверхні, забезпечуючи стабільний радіус різу. Сумісний з плазмотроном А141. Застосовується для вирізання кіл і дуг при ручному плазмовому різанні.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,a141_plazma
41010,"Головка плазмотрона XF300 з ручкою АТ для автоматичного різання, водяне охолодження","Головка плазмотрона XF300 з ручкою АТ — вузол для автоматичної плазмової різки з водяним охолодженням. Призначена для встановлення на портальні та ЧПУ-машини різання. Ток до 300 А, водяне охолодження забезпечує стабільну роботу при тривалих циклах. Сумісна з витратними матеріалами серії XF300: електроди, сопла, ізолятори.",1238,Сварка > Аппараты,MAGNITEK,no,apparat,,consumable,
41011,"Електрод для плазмотрона XF300, 200 А, мідний сплав, холодне штампування","Електрод (катод) для плазмотрона XF300 на струм до 200 А. Матеріал: мідний сплав, метод виготовлення — холодне штампування. Ресурс до 1500 підпалів при використанні фільтра-осушувача стисненого повітря. Оптимальна відстань від сопла до деталі 3-5 мм. Сумісний з плазмотроном XF300.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41012,"Сопло Ø1.3 для плазмотрона XF300, 200 А","Сопло з діаметром отвору Ø1.3 мм для плазмотрона XF300, розраховане на струм до 200 А. Призначене для точного плазмового різання тонких металів. Сумісне з плазмотроном XF300. Встановлюється разом з електродом і ізолятором серії XF300.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41013,"Сопло Ø1.5 для плазмотрона XF300, 200 А","Сопло з діаметром отвору Ø1.5 мм для плазмотрона XF300, розраховане на струм до 200 А. Застосовується при плазмовому різанні металу середньої товщини. Сумісне з плазмотроном XF300. Встановлюється разом з електродом і ізолятором серії XF300.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41014,"Сопло Ø1.7 для плазмотрона XF300, 200 А","Сопло з діаметром отвору Ø1.7 мм для плазмотрона XF300, розраховане на струм до 200 А. Забезпечує якісний різ при роботі з металом підвищеної товщини. Сумісне з плазмотроном XF300. Встановлюється в комплекті з електродом і ізолятором серії XF300.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41015,"Сопло Ø1.9 для плазмотрона XF300, 200 А","Сопло з діаметром отвору Ø1.9 мм для плазмотрона XF300, розраховане на струм до 200 А. Призначене для плазмового різання металу підвищеної товщини на автоматичних і ручних установках. Сумісне з плазмотроном XF300. Підбирається в комплекті з електродом серії XF300.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41016,"Сопло Ø2.1 для плазмотрона XF300, 200 А","Сопло з діаметром отвору Ø2.1 мм для плазмотрона XF300, розраховане на струм до 200 А. Застосовується при різанні товстолистового металу на підвищених режимах. Сумісне з плазмотроном XF300. Встановлюється разом з електродом і ізолятором серії XF300.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41017,"Сопло Ø2.5 для плазмотрона XF300, 200 А","Сопло з діаметром отвору Ø2.5 мм для плазмотрона XF300, розраховане на струм до 200 А. Призначене для різання товстого металу на максимальних режимах струму. Сумісне з плазмотроном XF300. Підбирається в комплекті з відповідним електродом серії XF300.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41018,Ізолятор керамічний для плазмотрона XF300,"Ізолятор керамічний для плазмотрона XF300 — діелектрична вставка між соплом та головкою плазмотрона. Забезпечує електричну ізоляцію та теплостійкість у зоні різання. Сумісний з плазмотроном XF300. Відноситься до витратних частин, замінюється при розколах або прогарах.",499947,Сварка > Расходники > Плазмотроны,MAGNITEK,no,rashodnik,,consumable,
41019,Фіксуюче кільце для плазмотрона XF300,Фіксуюче кільце для плазмотрона XF300 — конструктивний елемент кріплення вузлів головки плазмотрона. Утримує сопло та ізолятор у правильному положенні під час різання. Сумісне з плазмотроном XF300. Замінюється при механічних пошкодженнях або деформації.,1238,Сварка > Аппараты > Плазмотроны,MAGNITEK,no,gorelka,,consumable,
41020,Форсунка охолодження електрода для плазмотрона XF300,Форсунка охолодження електрода для плазмотрона XF300 — деталь системи водяного охолодження катодного вузла. Забезпечує спрямований потік охолоджувальної рідини до електрода для підтримки робочої температури. Сумісна з плазмотроном XF300. Замінюється при засміченні або механічному пошкодженні.,499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41021,Захисний ковпачок металевий для плазмотрона XF300,"Захисний ковпачок металевий для плазмотрона XF300 — зовнішня деталь торцевої частини плазмотрона. Захищає сопло та ізолятор від бризок металу і механічних пошкоджень під час різання. Сумісний з плазмотроном XF300. Відноситься до витратних частин, замінюється при прогарах або деформації.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41022,"Пальник MIG MB15АК MAGNITEK з газовим клапаном, 2.5 м, євророз'єм","Пальник MIG MB15АК з вбудованим газовим клапаном, довжина кабелю 2.5 м, підключення через євророз'єм (KZ-2). Призначений для зварювальних напівавтоматів MIG/MAG. Серія MB15 розрахована на струм 150 А. Сумісний з напівавтоматами з євророз'ємом. Витратні матеріали: сопла, наконечники, дифузори серії MB15.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41023,"Пальник MIG MB15АК MAGNITEK з газовим клапаном, 4 м, євророз'єм","Пальник MIG MB15АК з вбудованим газовим клапаном, довжина кабелю 4 м, підключення через євророз'єм (KZ-2). Призначений для зварювальних напівавтоматів MIG/MAG. Серія MB15 розрахована на струм 150 А. Сумісний з напівавтоматами з євророз'ємом. Витратні матеріали: сопла, наконечники, дифузори серії MB15.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41024,"Пальник MIG MB15АК MAGNITEK зі штирьовим підключенням, 3 м","Пальник MIG MB15АК зі штирьовим підключенням, довжина кабелю 3 м. Призначений для зварювальних напівавтоматів MIG/MAG зі штирьовим роз'ємом. Серія MB15 розрахована на струм 150 А. Сумісний з апаратами зі штирьовим підключенням пальника. Витратні матеріали: сопла, наконечники, дифузори серії MB15.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41025,"Пальник MIG MB15АК MAGNITEK KZ-2, євророз'єм, 3 м","Пальник MIG MB15АК з підключенням KZ-2 через євророз'єм, довжина кабелю 3 м. Призначений для напівавтоматів MIG/MAG з євророз'ємом. Серія MB15 розрахована на струм 150 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB15, наконечники, дифузори серії MB15.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41026,"Пальник MIG MB15АК MAGNITEK KZ-2, євророз'єм, 5 м","Пальник MIG MB15АК з підключенням KZ-2 через євророз'єм, довжина кабелю 5 м. Призначений для напівавтоматів MIG/MAG з євророз'ємом. Серія MB15 розрахована на струм 150 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB15, наконечники, дифузори серії MB15.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41027,"Пальник MIG MB15 MAG PRO MAGNITEK KZ-2, євророз'єм, 3 м","Пальник MIG MB15 MAG PRO з підключенням KZ-2 через євророз'єм, довжина кабелю 3 м. Серія MAG PRO — посилена версія MB15 для інтенсивної роботи. Розрахована на струм 150 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB15, наконечники, дифузори серії MB15.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,MIG-MAG,mb15_evro
41028,"Пальник MIG MB15 MAG PRO MAGNITEK KZ-2, євророз'єм, 4 м","Пальник MIG MB15 MAG PRO з підключенням KZ-2 через євророз'єм, довжина кабелю 4 м. Серія MAG PRO — посилена версія MB15 для інтенсивного зварювання. Розрахована на струм 150 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB15, наконечники, дифузори серії MB15.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,MIG-MAG,mb15_evro
41029,Гусак MB14 з клапаном газу для MIG пальника,"Гусак MB14 з вбудованим клапаном газу — змінна частина MIG пальника MB14. Забезпечує напрямок подачі дроту та подачу захисного газу в зону зварювання. Сумісний з пальниками серії MB14. На гусак кріпляться тримач наконечника, дифузор і газове сопло MB14.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41030,Гусак MB14 для MIG пальника,"Гусак MB14 — змінна частина MIG пальника MB14. Формує напрямок подачі зварювального дроту і визначає кут введення в зону зварювання. Сумісний з пальниками серії MB14. На гусак встановлюються тримач наконечника, газорозподілювач і сопло MB14.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41031,"Гусак MB15 AK для MIG пальника, кут нахилу 50°","Гусак MB15 AK — незгинний гусак пальника MB15 AK з фіксованим кутом нахилу 50 градусів. Замінна частина MIG пальника, на яку кріпляться тримач наконечника і газовий дифузор. Сумісний з пальниками серії MB15 AK з євророз'ємом. Гусак не гнеться — слід враховувати при виборі.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,mb15_evro
41032,Гусак MB15 F для MIG пальника,Гусак MB15 F — змінна частина MIG пальника серії MB15 F. Забезпечує напрямок подачі зварювального дроту і несе на собі тримач наконечника та газовий дифузор. Сумісний з пальниками MB15 F з євророз'ємом. Замінюється при механічному зносі або пошкодженні.,499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,mb15_evro
41033,Рукоятка для MIG пальника MB-15,"Рукоятка (ручка) для MIG пальника MB-15 — корпусна деталь пальника, що забезпечує зручне утримання під час зварювання. Виготовлена з жаростійкого пластику. Сумісна з пальниками серії MB-15. Замінюється при тріщинах, зносі або механічному пошкодженні корпусу.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,MIG-MAG,
41034,"Сопло МВ15 AK для MIG пальника, євророз'єм","Сопло для MIG пальника MB15 AK — витратна деталь, що спрямовує захисний газ у зону зварювання та захищає наконечник від бризок. Сумісне з пальниками MB15 AK з євророз'ємом. Виготовлене з міді. Рекомендується обробляти антипригарним спреєм для подовження терміну служби.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,consumable,mb15_evro
41035,Вставка з пружиною 14AK M6x34 для MIG пальника,"Вставка з пружиною 14AK M6x34 — газовий дифузор MIG пальника серії 14AK. Кріпиться на гусаку, фіксує контактний наконечник і рівномірно розподіляє захисний газ у соплі. Різьба M6, довжина 34 мм. Сумісна з пальниками MB14 AK. Замінюється при зносі або підгарі.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41036,Вставка з пружиною 15AK M6x42 для MIG пальника,"Вставка з пружиною 15AK M6x42 — газовий дифузор MIG пальника серії 15AK. Фіксує контактний наконечник на гусаку і рівномірно розподіляє захисний газ всередині сопла. Різьба M6, довжина 42 мм. Сумісна з пальниками MB15 AK. Замінюється при зносі пружини або виходу з ладу різьби.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41037,Накінечник пластиковий на гусак MB14 / MB15 для MIG пальника,"Накінечник пластиковий на гусак MB14 / MB15 — захисна ізолювальна деталь, що встановлюється на торець гусака MIG пальника. Запобігає електричному пробою між гусаком і деталлю при дотику. Сумісний з пальниками MB14 і MB15. Замінюється при розплавленні або механічному пошкодженні.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,consumable,
41038,"Кнопка управління для MIG пальника MB15, євророз'єм","Кнопка управління для MIG пальника MB15 — перемикач пуску зварювання, вбудований у рукоятку пальника. Забезпечує включення подачі дроту і газу. Сумісна з пальниками MB15 з євророз'ємом. Замінюється при механічному зносі або відмові контактної групи.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,MIG-MAG,mb15_evro
41039,Гайка пластикова з латунною різьбою для MIG пальника MB15 / MB24 / MB25 / MB36,"Гайка пластикова для з'єднання пальника — фіксувальна деталь з міцного пластику і латунною внутрішньою різьбою. Призначена для підключення пальника до зварювального напівавтомата. Сумісна з пальниками MB15, MB24, MB25, MB36. Забезпечує герметичне і надійне з'єднання євророз'єму.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,mb15_evro
41041,"Пальник MIG MB24KD MAGNITEK KZ-2, євророз'єм, 3 м","Пальник MIG MB24KD з підключенням KZ-2 через євророз'єм, довжина кабелю 3 м. Серія MB24 розрахована на струм 240 А. Призначений для напівавтоматів MIG/MAG з євророз'ємом. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB24, наконечники, гусаки і дифузори серії MB24KD.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41042,"Пальник MIG MB24KD MAGNITEK KZ-2, євророз'єм, 5 м","Пальник MIG MB24KD з підключенням KZ-2 через євророз'єм, довжина кабелю 5 м. Серія MB24 розрахована на струм 240 А. Призначений для напівавтоматів MIG/MAG з євророз'ємом. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB24, наконечники, гусаки і дифузори серії MB24KD.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41043,"Пальник MIG MB24 MAG PRO MAGNITEK KZ-2, євророз'єм, 3 м","Пальник MIG MB24 MAG PRO з підключенням KZ-2 через євророз'єм, довжина кабелю 3 м. Серія MAG PRO — посилена версія MB24 для інтенсивного виробничого зварювання. Розрахована на струм 240 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла, наконечники, дифузори серії MB24.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,MIG-MAG,mb15_evro
41044,"Пальник MIG MB24 MAG PRO MAGNITEK KZ-2, євророз'єм, 4 м","Пальник MIG MB24 MAG PRO з підключенням KZ-2 через євророз'єм, довжина кабелю 4 м. Серія MAG PRO — посилена версія MB24 для інтенсивного виробничого зварювання. Розрахована на струм 240 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла, наконечники, дифузори серії MB24.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,MIG-MAG,mb15_evro
41045,Гусак MB24 KD латунний для MIG пальника,"Гусак MB24 KD латунний — змінна частина MIG пальника MB24 KD. На гусак кріпляться тримач наконечника і газовий дифузор. Матеріал: латунь, забезпечує міцність та теплопровідність. Сумісний з пальниками MB24 KD. Замінюється при тріщинах, прогарах або деформації різьби.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41046,Рукоятка для MIG пальника MB-24,"Рукоятка (ручка) для MIG пальника MB-24 — корпусна деталь пальника, що забезпечує зручне утримання під час зварювання. Виготовлена з жаростійкого пластику. Сумісна з пальниками серії MB-24. Замінюється при тріщинах, зносі або механічному пошкодженні корпусу.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,MIG-MAG,
41047,Сопло MB24 KD-12.5 для MIG пальника,"Сопло MB24 KD з внутрішнім діаметром 12.5 мм для MIG пальника MB24 KD. Витратна деталь, що спрямовує захисний газ у зону зварювання та захищає наконечник від бризок. Сумісне з пальниками MB24 KD. Виготовлене з міді. Рекомендується обробляти антипригарним спреєм для подовження ресурсу.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,consumable,
41048,Вставка 24KD M6x26 для MIG пальника,"Вставка 24KD M6x26 — газовий дифузор MIG пальника серії 24KD. Кріпиться на гусаку, фіксує контактний наконечник і рівномірно розподіляє захисний газ у соплі. Різьба M6, довжина 26 мм. Сумісна з пальниками MB24 KD. Замінюється при зносі або підгарі.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41049,Газорозподілювач MB24 KD-20 для MIG пальника,"Газорозподілювач MB24 KD-20 — дифузор MIG пальника серії MB24 KD. Забезпечує рівномірний розподіл захисного газу всередині сопла в зоні зварювання. Сумісний з пальниками MB24 KD. Відноситься до витратних частин, замінюється при зносі або втраті герметичності.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41050,Кнопка управління для MIG пальника MB24,"Кнопка управління для MIG пальника MB24 — перемикач пуску зварювання, вбудований у рукоятку пальника. Забезпечує включення подачі дроту і газу. Сумісна з пальниками MB24. Замінюється при механічному зносі або відмові контактної групи.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,MIG-MAG,
41051,Рукоятка для MIG пальника MB-24b,Рукоятка (ручка) для MIG пальника MB-24b — корпусна деталь пальника модифікації 24b. Забезпечує зручне утримання пальника під час зварювання. Виготовлена з жаростійкого пластику. Сумісна з пальниками серії MB-24b. Замінюється при тріщинах або механічному пошкодженні.,499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,MIG-MAG,
41054,"Пальник MIG MB25KD MAGNITEK KZ-2, євророз'єм, 3 м","Пальник MIG MB25KD з підключенням KZ-2 через євророз'єм, довжина кабелю 3 м. Серія MB25 розрахована на струм 250 А. Призначений для зварювальних напівавтоматів MIG/MAG з євророз'ємом. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB25, наконечники, дифузори серії MB25KD.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41055,"Пальник MIG MB25KD MAGNITEK KZ-2, євророз'єм, 5 м","Пальник MIG MB25KD з підключенням KZ-2 через євророз'єм, довжина кабелю 5 м. Серія MB25 розрахована на струм 250 А. Призначений для зварювальних напівавтоматів MIG/MAG з євророз'ємом. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB25, наконечники, дифузори серії MB25KD.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,consumable,mb15_evro
41056,"Пальник MIG MB25 MAG PRO MAGNITEK KZ-2, євророз'єм, 3 м","Пальник MIG MB25 MAG PRO з підключенням KZ-2 через євророз'єм, довжина кабелю 3 м. Серія MAG PRO — посилена версія MB25 для інтенсивного виробничого зварювання. Розрахована на струм 250 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла, наконечники, дифузори серії MB25.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,MIG-MAG,mb15_evro
41057,"Пальник MIG MB25 MAG PRO MAGNITEK KZ-2, євророз'єм, 5 м","Пальник MIG MB25 MAG PRO з підключенням KZ-2 через євророз'єм, довжина кабелю 5 м. Серія MAG PRO — посилена версія MB25 для інтенсивного виробничого зварювання. Розрахована на струм 250 А. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла, наконечники, дифузори серії MB25.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,MIG-MAG,mb15_evro
41058,"Гусак MB25 KD для MIG пальника, євророз'єм","Гусак MB25 KD — змінна частина MIG пальника MB25 KD. Визначає кут подачі зварювального дроту і несе на собі тримач наконечника та газовий дифузор. Сумісний з пальниками MB25 KD з євророз'ємом. Замінюється при механічному зносі, тріщинах або пошкодженні різьби.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,mb15_evro
41059,Рукоятка для MIG пальника MB-25,"Рукоятка (ручка) для MIG пальника MB-25 — корпусна деталь пальника, що забезпечує зручне утримання під час зварювання. Виготовлена з жаростійкого пластику. Сумісна з пальниками серії MB-25. Замінюється при тріщинах, зносі або механічному пошкодженні.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,MIG-MAG,
41060,Сопло MB25 KD-16 для MIG пальника,"Сопло MB25 KD з внутрішнім діаметром 16 мм для MIG пальника MB25 KD. Витратна деталь, що спрямовує захисний газ у зону зварювання та захищає наконечник від бризок металу. Сумісне з пальниками MB25 KD. Виготовлене з міді. Рекомендується обробляти антипригарним спреєм.",499947,Сварка > Расходники > Сопла и наконечники,MAGNITEK,no,rashodnik,,consumable,
41061,Вставка 25KD M6x35 для MIG пальника,"Вставка 25KD M6x35 — газовий дифузор MIG пальника серії 25KD. Кріпиться на гусаку, фіксує контактний наконечник і розподіляє захисний газ рівномірними струменями в сопло. Різьба M6, довжина 35 мм. Сумісна з пальниками MB25 KD. Замінюється при зносі або прогарі.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41062,Тримач сопла з пружиною MB25KD M6x22 для MIG пальника,"Тримач сопла з пружиною MB25KD M6x22 — деталь кріплення газового сопла на пальнику MB25KD. Посадкова різьба на пальник M8, різьба під контактний наконечник M6. На тримач одягається газове сопло MB25 і вкручується наконечник. Сумісний з пальниками MB25KD. Замінюється при зносі пружини або різьби.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,consumable,
41064,"Кнопка управління для MIG пальника MB25, євророз'єм","Кнопка управління для MIG пальника MB25 — перемикач пуску зварювання, вбудований у рукоятку пальника. Забезпечує включення подачі дроту і захисного газу. Сумісна з пальниками MB25 з євророз'ємом. Замінюється при механічному зносі або відмові контактної групи.",499947,Сварка > Расходники,MAGNITEK,no,rashodnik,,MIG-MAG,mb15_evro
41065,"Пальник MIG MB36 MAG PRO MAGNITEK KZ-2, євророз'єм, 3 м","Пальник MIG MB36 MAG PRO з підключенням KZ-2 через євророз'єм, довжина кабелю 3 м. Серія MB36 розрахована на струм 360 А. Призначений для напівавтоматів MIG/MAG з євророз'ємом. Сумісний з напівавтоматами з євророз'ємом KZ-2. Витратні матеріали: сопла MB36, наконечники, дифузори серії MB36KD.",1238,Сварка > Аппараты > Горелки,MAGNITEK,no,gorelka,,MIG-MAG,mb15_evro
